Product_ID,Keyword,Type,Hierarchy_Level
629,USB Cables,Category,5
874,Duracell,Brand,1
874,Micro USB,Type,2
874,Duracell Micro USB 3A Braided Sync & Fast Charging Cable,Type,2
874,Computers & Accessories,Category,1
874,Accessories & Peripherals,Category,2
874,Cables & Accessories,Category,3
874,Cables,Category,4
874,USB Cables,Category,5
1228,Zebronics,Brand,1
1228,CU3100V Fast,Type,2
1228,Computers & Accessories,Category,1
1228,Accessories & Peripherals,Category,2
1228,Cables & Accessories,Category,3
1228,Cables,Category,4
1228,USB Cables,Category,5
697,FLiX,Brand,1
697,(Beetel) USB,Type,2
697,FLiX (Beetel) USB to iPhone Lightning Textured Pattern Data Sync & 2A Fast Charging Cable,Type,2
697,Computers & Accessories,Category,1
697,Accessories & Peripherals,Category,2
697,Cables & Accessories,Category,3
697,Cables,Category,4
697,USB Cables,Category,5
1233,MI,Brand,1
1233,108 cm,Type,2
1233,Computers & Accessories,Category,1
1233,Accessories & Peripherals,Category,2
1233,Cables & Accessories,Category,3
1233,Cables,Category,4
1233,USB Cables,Category,5
543,Belkin,Brand,1
543,Apple Certified,Type,2
543,Belkin Apple Certified Lightning to USB Charge and Sync Cable,Type,2
543,Computers & Accessories,Category,1
543,Accessories & Peripherals,Category,2
543,Cables & Accessories,Category,3
543,Cables,Category,4
543,USB Cables,Category,5
765,Time,Brand,1
765,Office Scanner,Type,2
765,Time Office Scanner Replacement Cable,Type,2
765,Computers & Accessories,Category,1
765,Accessories & Peripherals,Category,2
765,Cables & Accessories,Category,3
765,Cables,Category,4
765,USB Cables,Category,5
1285,Caldipree,Brand,1
1285,Silicone Case,Type,2
1285,Computers & Accessories,Category,1
1285,Accessories & Peripherals,Category,2
1285,Cables & Accessories,Category,3
1285,Cables,Category,4
1285,USB Cables,Category,5
51,Storite,Brand,1
51,USB 2.0,Type,2
51,Storite USB 2.0 A to Mini 5 pin B Cable,Type,2
51,Computers & Accessories,Category,1
51,Accessories & Peripherals,Category,2
51,Cables & Accessories,Category,3
51,Cables,Category,4
51,USB Cables,Category,5
498,Universal,Brand,1
498,Remote Control,Type,2
498,Computers & Accessories,Category,1
498,Accessories & Peripherals,Category,2
498,Cables & Accessories,Category,3
498,Cables,Category,4
498,USB Cables,Category,5
873,Cotbolt,Brand,1
873,Silicone Case,Type,2
873,Computers & Accessories,Category,1
873,Accessories & Peripherals,Category,2
873,Cables & Accessories,Category,3
873,Cables,Category,4
873,USB Cables,Category,5
50,BlueRigger,Brand,1
50,High Speed,Type,2
50,BlueRigger High Speed HDMI Cable,Type,2
50,Computers & Accessories,Category,1
50,Accessories & Peripherals,Category,2
50,Cables & Accessories,Category,3
50,Cables,Category,4
50,USB Cables,Category,5
108,Amkette,Brand,1
108,30 Pin,Type,2
108,Amkette 30 Pin to USB Charging & Data Sync Cable,Type,2
108,Computers & Accessories,Category,1
108,Accessories & Peripherals,Category,2
108,Cables & Accessories,Category,3
108,Cables,Category,4
108,USB Cables,Category,5
1123,TCL,Brand,1
1123,80 cm,Type,2
1123,Computers & Accessories,Category,1
1123,Accessories & Peripherals,Category,2
1123,Cables & Accessories,Category,3
1123,Cables,Category,4
1123,USB Cables,Category,5
330,POPIO,Brand,1
330,Type C,Type,2
330,POPIO Type C Dash Charging USB Data Cable,Type,2
330,Computers & Accessories,Category,1
330,Accessories & Peripherals,Category,2
330,Cables & Accessories,Category,3
330,Cables,Category,4
330,USB Cables,Category,5
811,MYVN,Brand,1
811,LTG to,Type,2
811,MYVN LTG to USB for Fast Charging & Data Sync USB Cable,Type,2
811,Computers & Accessories,Category,1
811,Accessories & Peripherals,Category,2
811,Cables & Accessories,Category,3
811,Cables,Category,4
811,USB Cables,Category,5
596,Tata,Brand,1
596,Sky Universal,Type,2
596,Computers & Accessories,Category,1
596,Accessories & Peripherals,Category,2
596,Cables & Accessories,Category,3
596,Cables,Category,4
596,USB Cables,Category,5
1319,WZATCO,Brand,1
1319,Pixel |,Type,2
1319,Computers & Accessories,Category,1
1319,Accessories & Peripherals,Category,2
1319,Cables & Accessories,Category,3
1319,Cables,Category,4
1319,USB Cables,Category,5
715,7SEVEN®,Brand,1
715,Compatible Tata,Type,2
715,Computers & Accessories,Category,1
715,Accessories & Peripherals,Category,2
715,Cables & Accessories,Category,3
715,Cables,Category,4
715,USB Cables,Category,5
94,AmazonBasics,Brand,1
94,USB 2.0,Type,2
94,AmazonBasics USB 2.0 Extension Cable,Type,2
94,Computers & Accessories,Category,1
94,Accessories & Peripherals,Category,2
94,Cables & Accessories,Category,3
94,Cables,Category,4
94,USB Cables,Category,5
1250,Amazon,Brand,1
1250,Basics USB,Type,2
1250,Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable,Type,2
1250,Computers & Accessories,Category,1
1250,Accessories & Peripherals,Category,2
1250,Cables & Accessories,Category,3
1250,Cables,Category,4
1250,USB Cables,Category,5
533,Crypo™,Brand,1
533,Universal Remote,Type,2
533,Computers & Accessories,Category,1
533,Accessories & Peripherals,Category,2
533,Cables & Accessories,Category,3
533,Cables,Category,4
533,USB Cables,Category,5
1187,Karbonn,Brand,1
1187,80 cm,Type,2
1187,Computers & Accessories,Category,1
1187,Accessories & Peripherals,Category,2
1187,Cables & Accessories,Category,3
1187,Cables,Category,4
1187,USB Cables,Category,5
813,OnePlus,Brand,1
813,138.7 cm,Type,2
813,Computers & Accessories,Category,1
813,Accessories & Peripherals,Category,2
813,Cables & Accessories,Category,3
813,Cables,Category,4
813,USB Cables,Category,5
700,Posh,Brand,1
700,1.5 Meter,Type,2
700,Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable,Type,2
700,Computers & Accessories,Category,1
700,Accessories & Peripherals,Category,2
700,Cables & Accessories,Category,3
700,Cables,Category,4
700,USB Cables,Category,5
222,Amazon,Brand,1
222,Basics HDMI,Type,2
222,Computers & Accessories,Category,1
222,Accessories & Peripherals,Category,2
222,Cables & Accessories,Category,3
222,Cables,Category,4
222,USB Cables,Category,5
936,boAt,Brand,1
936,LTG 550v3,Type,2
936,boAt LTG 550v3 Lightning Apple MFi Certified Cable,Type,2
936,Computers & Accessories,Category,1
936,Accessories & Peripherals,Category,2
936,Cables & Accessories,Category,3
936,Cables,Category,4
936,USB Cables,Category,5
339,Wayona,Brand,1
339,Nylon Braided,Type,2
339,Wayona Nylon Braided Usb Syncing And Charging Cable,Type,2
339,Computers & Accessories,Category,1
339,Accessories & Peripherals,Category,2
339,Cables & Accessories,Category,3
339,Cables,Category,4
339,USB Cables,Category,5
787,Astigo,Brand,1
787,Compatible Remote,Type,2
787,Computers & Accessories,Category,1
787,Accessories & Peripherals,Category,2
787,Cables & Accessories,Category,3
787,Cables,Category,4
787,USB Cables,Category,5
525,Caprigo,Brand,1
525,Heavy Duty,Type,2
525,Computers & Accessories,Category,1
525,Accessories & Peripherals,Category,2
525,Cables & Accessories,Category,3
525,Cables,Category,4
525,USB Cables,Category,5
1020,Portronics,Brand,1
1020,Konnect L,Type,2
1020,Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable,Type,2
1020,Computers & Accessories,Category,1
1020,Accessories & Peripherals,Category,2
1020,Cables & Accessories,Category,3
1020,Cables,Category,4
1020,USB Cables,Category,5
489,TATA,Brand,1
489,SKY HD,Type,2
489,Computers & Accessories,Category,1
489,Accessories & Peripherals,Category,2
489,Cables & Accessories,Category,3
489,Cables,Category,4
489,USB Cables,Category,5
916,Remote,Brand,1
916,Compatible for,Type,2
916,Computers & Accessories,Category,1
916,Accessories & Peripherals,Category,2
916,Cables & Accessories,Category,3
916,Cables,Category,4
916,USB Cables,Category,5
613,SoniVision,Brand,1
613,SA-D10 SA-D100,Type,2
613,Computers & Accessories,Category,1
613,Accessories & Peripherals,Category,2
613,Cables & Accessories,Category,3
613,Cables,Category,4
613,USB Cables,Category,5
227,Rts™,Brand,1
227,High Speed,Type,2
227,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable,Type,2
227,Computers & Accessories,Category,1
227,Accessories & Peripherals,Category,2
227,Cables & Accessories,Category,3
227,Cables,Category,4
227,USB Cables,Category,5
145,boAt,Brand,1
145,LTG 500,Type,2
145,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable",Type,2
145,Computers & Accessories,Category,1
145,Accessories & Peripherals,Category,2
145,Cables & Accessories,Category,3
145,Cables,Category,4
145,USB Cables,Category,5
388,Agaro,Brand,1
388,Blaze USBA,Type,2
388,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Type,2
388,Computers & Accessories,Category,1
388,Accessories & Peripherals,Category,2
388,Cables & Accessories,Category,3
388,Cables,Category,4
388,USB Cables,Category,5
183,AmazonBasics,Brand,1
183,6 Feet,Type,2
183,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable,Type,2
183,Computers & Accessories,Category,1
183,Accessories & Peripherals,Category,2
183,Cables & Accessories,Category,3
183,Cables,Category,4
183,USB Cables,Category,5
964,MI,Brand,1
964,108 cm,Type,2
964,Computers & Accessories,Category,1
964,Accessories & Peripherals,Category,2
964,Cables & Accessories,Category,3
964,Cables,Category,4
964,USB Cables,Category,5
991,Sansui,Brand,1
991,140cm (55,Type,2
991,Computers & Accessories,Category,1
991,Accessories & Peripherals,Category,2
991,Cables & Accessories,Category,3
991,Cables,Category,4
991,USB Cables,Category,5
428,LOHAYA,Brand,1
428,LCD/LED Remote,Type,2
428,Computers & Accessories,Category,1
428,Accessories & Peripherals,Category,2
428,Cables & Accessories,Category,3
428,Cables,Category,4
428,USB Cables,Category,5
1229,Zebronics,Brand,1
1229,CU3100V Fast,Type,2
1229,Computers & Accessories,Category,1
1229,Accessories & Peripherals,Category,2
1229,Cables & Accessories,Category,3
1229,Cables,Category,4
1229,USB Cables,Category,5
545,Belkin,Brand,1
545,USB C,Type,2
545,Belkin USB C to USB-C Fast Charging Type C Cable,Type,2
545,Computers & Accessories,Category,1
545,Accessories & Peripherals,Category,2
545,Cables & Accessories,Category,3
545,Cables,Category,4
545,USB Cables,Category,5
842,7SEVEN®,Brand,1
842,TCL Remote,Type,2
842,Computers & Accessories,Category,1
842,Accessories & Peripherals,Category,2
842,Cables & Accessories,Category,3
842,Cables,Category,4
842,USB Cables,Category,5
1216,Wayona,Brand,1
1216,3in1 Nylon,Type,2
1216,Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable,Type,2
1216,Computers & Accessories,Category,1
1216,Accessories & Peripherals,Category,2
1216,Cables & Accessories,Category,3
1216,Cables,Category,4
1216,USB Cables,Category,5
904,Hi-Mobiler,Brand,1
904,iPhone Charger,Type,2
904,Hi-Mobiler iPhone Charger Lightning Cable,Type,2
904,Computers & Accessories,Category,1
904,Accessories & Peripherals,Category,2
904,Cables & Accessories,Category,3
904,Cables,Category,4
904,USB Cables,Category,5
8,Amazon,Brand,1
8,Basics 16-Gauge,Type,2
8,Computers & Accessories,Category,1
8,Accessories & Peripherals,Category,2
8,Cables & Accessories,Category,3
8,Cables,Category,4
8,USB Cables,Category,5
1108,Ambrane,Brand,1
1108,60W /,Type,2
1108,Ambrane 60W / 3A Fast Charging Output Cable,Type,2
1108,Computers & Accessories,Category,1
1108,Accessories & Peripherals,Category,2
1108,Cables & Accessories,Category,3
1108,Cables,Category,4
1108,USB Cables,Category,5
507,Wayona,Brand,1
507,Usb Type,Type,2
507,Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable,Type,2
507,Computers & Accessories,Category,1
507,Accessories & Peripherals,Category,2
507,Cables & Accessories,Category,3
507,Cables,Category,4
507,USB Cables,Category,5
246,Caprigo,Brand,1
246,Heavy Duty,Type,2
246,Computers & Accessories,Category,1
246,Accessories & Peripherals,Category,2
246,Cables & Accessories,Category,3
246,Cables,Category,4
246,USB Cables,Category,5
943,Smashtronics®,Brand,1
943,- Case,Type,2
943,Computers & Accessories,Category,1
943,Accessories & Peripherals,Category,2
943,Cables & Accessories,Category,3
943,Cables,Category,4
943,USB Cables,Category,5
852,Electvision,Brand,1
852,Remote Control,Type,2
852,Computers & Accessories,Category,1
852,Accessories & Peripherals,Category,2
852,Cables & Accessories,Category,3
852,Cables,Category,4
852,USB Cables,Category,5
695,Boat,Brand,1
695,A 350,Type,2
695,Boat A 350 Type C Cable,Type,2
695,Computers & Accessories,Category,1
695,Accessories & Peripherals,Category,2
695,Cables & Accessories,Category,3
695,Cables,Category,4
695,USB Cables,Category,5
1203,pTron,Brand,1
1203,Solero M241,Type,2
1203,pTron Solero M241 2.4A Micro USB Data & Charging Cable,Type,2
1203,Computers & Accessories,Category,1
1203,Accessories & Peripherals,Category,2
1203,Cables & Accessories,Category,3
1203,Cables,Category,4
1203,USB Cables,Category,5
174,AmazonBasics,Brand,1
174,USB Type-C,Type,2
174,AmazonBasics USB Type-C to USB Type-C 2.0 Cable,Type,2
174,Computers & Accessories,Category,1
174,Accessories & Peripherals,Category,2
174,Cables & Accessories,Category,3
174,Cables,Category,4
174,USB Cables,Category,5
871,Croma,Brand,1
871,3A Fast,Type,2
871,Computers & Accessories,Category,1
871,Accessories & Peripherals,Category,2
871,Cables & Accessories,Category,3
871,Cables,Category,4
871,USB Cables,Category,5
1078,Sony,Brand,1
1078,Bravia 164,Type,2
1078,Computers & Accessories,Category,1
1078,Accessories & Peripherals,Category,2
1078,Cables & Accessories,Category,3
1078,Cables,Category,4
1078,USB Cables,Category,5
863,7SEVEN®,Brand,1
863,Compatible for,Type,2
863,Computers & Accessories,Category,1
863,Accessories & Peripherals,Category,2
863,Cables & Accessories,Category,3
863,Cables,Category,4
863,USB Cables,Category,5
1034,7SEVEN®,Brand,1
1034,Compatible Vu,Type,2
1034,Computers & Accessories,Category,1
1034,Accessories & Peripherals,Category,2
1034,Cables & Accessories,Category,3
1034,Cables,Category,4
1034,USB Cables,Category,5
275,Storite,Brand,1
275,High Speed,Type,2
275,Storite High Speed Micro USB 3.0 Cable,Type,2
275,Computers & Accessories,Category,1
275,Accessories & Peripherals,Category,2
275,Cables & Accessories,Category,3
275,Cables,Category,4
275,USB Cables,Category,5
693,FLiX,Brand,1
693,(Beetel) 3in1,Type,2
693,FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable,Type,2
693,Computers & Accessories,Category,1
693,Accessories & Peripherals,Category,2
693,Cables & Accessories,Category,3
693,Cables,Category,4
693,USB Cables,Category,5
436,SVM,Brand,1
436,Products Unbreakable,Type,2
436,Computers & Accessories,Category,1
436,Accessories & Peripherals,Category,2
436,Cables & Accessories,Category,3
436,Cables,Category,4
436,USB Cables,Category,5
1282,VU,Brand,1
1282,164 cm,Type,2
1282,Computers & Accessories,Category,1
1282,Accessories & Peripherals,Category,2
1282,Cables & Accessories,Category,3
1282,Cables,Category,4
1282,USB Cables,Category,5
218,CableCreation,Brand,1
218,RCA to,Type,2
218,Cable,Type,2
218,Computers & Accessories,Category,1
218,Accessories & Peripherals,Category,2
218,Cables & Accessories,Category,3
218,Cables,Category,4
218,USB Cables,Category,5
600,Wayona,Brand,1
600,USB Type,Type,2
600,Wayona USB Type C Fast Charging Cable,Type,2
600,Computers & Accessories,Category,1
600,Accessories & Peripherals,Category,2
600,Cables & Accessories,Category,3
600,Cables,Category,4
600,USB Cables,Category,5
287,boAt,Brand,1
287,Rugged V3,Type,2
287,boAt Rugged V3 Braided Micro USB Cable,Type,2
287,Computers & Accessories,Category,1
287,Accessories & Peripherals,Category,2
287,Cables & Accessories,Category,3
287,Cables,Category,4
287,USB Cables,Category,5
300,Amazon,Brand,1
300,Basics USB,Type,2
300,Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable,Type,2
300,Computers & Accessories,Category,1
300,Accessories & Peripherals,Category,2
300,Cables & Accessories,Category,3
300,Cables,Category,4
300,USB Cables,Category,5
159,AmazonBasics,Brand,1
159,- High-Speed,Type,2
159,AmazonBasics - High-Speed Male to Female HDMI Extension Cable,Type,2
159,Computers & Accessories,Category,1
159,Accessories & Peripherals,Category,2
159,Cables & Accessories,Category,3
159,Cables,Category,4
159,USB Cables,Category,5
303,Wayona,Brand,1
303,Nylon Braided,Type,2
303,Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable,Type,2
303,Computers & Accessories,Category,1
303,Accessories & Peripherals,Category,2
303,Cables & Accessories,Category,3
303,Cables,Category,4
303,USB Cables,Category,5
548,Belkin,Brand,1
548,Apple Certified,Type,2
548,Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable,Type,2
548,Computers & Accessories,Category,1
548,Accessories & Peripherals,Category,2
548,Cables & Accessories,Category,3
548,Cables,Category,4
548,USB Cables,Category,5
893,7SEVEN,Brand,1
893,Compatible LG,Type,2
893,Computers & Accessories,Category,1
893,Accessories & Peripherals,Category,2
893,Cables & Accessories,Category,3
893,Cables,Category,4
893,USB Cables,Category,5
954,Realme,Brand,1
954,Smart TV,Type,2
954,Computers & Accessories,Category,1
954,Accessories & Peripherals,Category,2
954,Cables & Accessories,Category,3
954,Cables,Category,4
954,USB Cables,Category,5
1283,Acer,Brand,1
1283,100 cm,Type,2
1283,Computers & Accessories,Category,1
1283,Accessories & Peripherals,Category,2
1283,Cables & Accessories,Category,3
1283,Cables,Category,4
1283,USB Cables,Category,5
1227,Lapster,Brand,1
1227,usb 2.0,Type,2
1227,Computers & Accessories,Category,1
1227,Accessories & Peripherals,Category,2
1227,Cables & Accessories,Category,3
1227,Cables,Category,4
1227,USB Cables,Category,5
253,AmazonBasics,Brand,1
253,High-Speed Braided,Type,2
253,AmazonBasics High-Speed Braided HDMI Cable,Type,2
253,Computers & Accessories,Category,1
253,Accessories & Peripherals,Category,2
253,Cables & Accessories,Category,3
253,Cables,Category,4
253,USB Cables,Category,5
829,Cubetek,Brand,1
829,3 in,Type,2
829,Computers & Accessories,Category,1
829,Accessories & Peripherals,Category,2
829,Cables & Accessories,Category,3
829,Cables,Category,4
829,USB Cables,Category,5
955,KRISONS,Brand,1
955,"Thunder Speaker,",Type,2
955,Computers & Accessories,Category,1
955,Accessories & Peripherals,Category,2
955,Cables & Accessories,Category,3
955,Cables,Category,4
955,USB Cables,Category,5
1260,Acer,Brand,1
1260,139 cm,Type,2
1260,Computers & Accessories,Category,1
1260,Accessories & Peripherals,Category,2
1260,Cables & Accessories,Category,3
1260,Cables,Category,4
1260,USB Cables,Category,5
847,Dealfreez,Brand,1
847,Case Compatible,Type,2
847,Computers & Accessories,Category,1
847,Accessories & Peripherals,Category,2
847,Cables & Accessories,Category,3
847,Cables,Category,4
847,USB Cables,Category,5
925,Wayona,Brand,1
925,Type C,Type,2
925,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable,Type,2
925,Computers & Accessories,Category,1
925,Accessories & Peripherals,Category,2
925,Cables & Accessories,Category,3
925,Cables,Category,4
925,USB Cables,Category,5
704,VW,Brand,1
704,80 cm,Type,2
704,Computers & Accessories,Category,1
704,Accessories & Peripherals,Category,2
704,Cables & Accessories,Category,3
704,Cables,Category,4
704,USB Cables,Category,5
252,Airtel,Brand,1
252,Digital TV,Type,2
252,Computers & Accessories,Category,1
252,Accessories & Peripherals,Category,2
252,Cables & Accessories,Category,3
252,Cables,Category,4
252,USB Cables,Category,5
956,LOHAYA,Brand,1
956,Voice Assistant,Type,2
956,Computers & Accessories,Category,1
956,Accessories & Peripherals,Category,2
956,Cables & Accessories,Category,3
956,Cables,Category,4
956,USB Cables,Category,5
795,Samsung,Brand,1
795,138 cm,Type,2
795,Computers & Accessories,Category,1
795,Accessories & Peripherals,Category,2
795,Cables & Accessories,Category,3
795,Cables,Category,4
795,USB Cables,Category,5
1068,Amazon,Brand,1
1068,Brand -,Type,2
1068,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable,Type,2
1068,Computers & Accessories,Category,1
1068,Accessories & Peripherals,Category,2
1068,Cables & Accessories,Category,3
1068,Cables,Category,4
1068,USB Cables,Category,5
922,Mi,Brand,1
922,100 cm,Type,2
922,Computers & Accessories,Category,1
922,Accessories & Peripherals,Category,2
922,Cables & Accessories,Category,3
922,Cables,Category,4
922,USB Cables,Category,5
738,Astigo,Brand,1
738,Compatible Remote,Type,2
738,Computers & Accessories,Category,1
738,Accessories & Peripherals,Category,2
738,Cables & Accessories,Category,3
738,Cables,Category,4
738,USB Cables,Category,5
1144,Toshiba,Brand,1
1144,108 cm,Type,2
1144,Computers & Accessories,Category,1
1144,Accessories & Peripherals,Category,2
1144,Cables & Accessories,Category,3
1144,Cables,Category,4
1144,USB Cables,Category,5
1015,Lenovo,Brand,1
1015,USB A,Type,2
1015,Computers & Accessories,Category,1
1015,Accessories & Peripherals,Category,2
1015,Cables & Accessories,Category,3
1015,Cables,Category,4
1015,USB Cables,Category,5
1257,Amazon,Brand,1
1257,Brand -,Type,2
1257,Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable,Type,2
1257,Computers & Accessories,Category,1
1257,Accessories & Peripherals,Category,2
1257,Cables & Accessories,Category,3
1257,Cables,Category,4
1257,USB Cables,Category,5
1184,LG,Brand,1
1184,139 cm,Type,2
1184,Computers & Accessories,Category,1
1184,Accessories & Peripherals,Category,2
1184,Cables & Accessories,Category,3
1184,Cables,Category,4
1184,USB Cables,Category,5
719,Tata,Brand,1
719,Sky Digital,Type,2
719,Computers & Accessories,Category,1
719,Accessories & Peripherals,Category,2
719,Cables & Accessories,Category,3
719,Cables,Category,4
719,USB Cables,Category,5
1204,pTron,Brand,1
1204,Solero T241,Type,2
1204,pTron Solero T241 2.4A Type-C Data & Charging USB Cable,Type,2
1204,Computers & Accessories,Category,1
1204,Accessories & Peripherals,Category,2
1204,Cables & Accessories,Category,3
1204,Cables,Category,4
1204,USB Cables,Category,5
1236,VU,Brand,1
1236,108 cm,Type,2
1236,Computers & Accessories,Category,1
1236,Accessories & Peripherals,Category,2
1236,Cables & Accessories,Category,3
1236,Cables,Category,4
1236,USB Cables,Category,5
769,Storite,Brand,1
769,Super Speed,Type,2
769,Storite Super Speed USB 3.0 Male to Male Cable,Type,2
769,Computers & Accessories,Category,1
769,Accessories & Peripherals,Category,2
769,Cables & Accessories,Category,3
769,Cables,Category,4
769,USB Cables,Category,5
219,Kodak,Brand,1
219,80 cm,Type,2
219,Computers & Accessories,Category,1
219,Accessories & Peripherals,Category,2
219,Cables & Accessories,Category,3
219,Cables,Category,4
219,USB Cables,Category,5
289,AmazonBasics,Brand,1
289,Double Braided,Type,2
289,AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable,Type,2
289,Computers & Accessories,Category,1
289,Accessories & Peripherals,Category,2
289,Cables & Accessories,Category,3
289,Cables,Category,4
289,USB Cables,Category,5
1058,Firestick,Brand,1
1058,Remote,Type,2
1058,Computers & Accessories,Category,1
1058,Accessories & Peripherals,Category,2
1058,Cables & Accessories,Category,3
1058,Cables,Category,4
1058,USB Cables,Category,5
406,AmazonBasics,Brand,1
406,10.2 Gbps,Type,2
406,AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable,Type,2
406,Computers & Accessories,Category,1
406,Accessories & Peripherals,Category,2
406,Cables & Accessories,Category,3
406,Cables,Category,4
406,USB Cables,Category,5
1152,Hisense,Brand,1
1152,126 cm,Type,2
1152,Computers & Accessories,Category,1
1152,Accessories & Peripherals,Category,2
1152,Cables & Accessories,Category,3
1152,Cables,Category,4
1152,USB Cables,Category,5
1274,Tuarso,Brand,1
1274,8K HDMI,Type,2
1274,Tuarso 8K HDMI 2.1 Cable,Type,2
1274,Computers & Accessories,Category,1
1274,Accessories & Peripherals,Category,2
1274,Cables & Accessories,Category,3
1274,Cables,Category,4
1274,USB Cables,Category,5
190,AmazonBasics,Brand,1
190,USB Type-C,Type,2
190,AmazonBasics USB Type-C to Micro-B 2.0 Cable,Type,2
190,Computers & Accessories,Category,1
190,Accessories & Peripherals,Category,2
190,Cables & Accessories,Category,3
190,Cables,Category,4
190,USB Cables,Category,5
768,Kodak,Brand,1
768,139 cm,Type,2
768,Computers & Accessories,Category,1
768,Accessories & Peripherals,Category,2
768,Cables & Accessories,Category,3
768,Cables,Category,4
768,USB Cables,Category,5
920,Smashtronics®,Brand,1
920,- Case,Type,2
920,Computers & Accessories,Category,1
920,Accessories & Peripherals,Category,2
920,Cables & Accessories,Category,3
920,Cables,Category,4
920,USB Cables,Category,5
968,7SEVEN®,Brand,1
968,Suitable Sony,Type,2
968,Computers & Accessories,Category,1
968,Accessories & Peripherals,Category,2
968,Cables & Accessories,Category,3
968,Cables,Category,4
968,USB Cables,Category,5
921,PROLEGEND®,Brand,1
921,PL-T002 Universal,Type,2
921,Computers & Accessories,Category,1
921,Accessories & Peripherals,Category,2
921,Cables & Accessories,Category,3
921,Cables,Category,4
921,USB Cables,Category,5
1333,WANBO,Brand,1
1333,X1 Pro,Type,2
1333,Computers & Accessories,Category,1
1333,Accessories & Peripherals,Category,2
1333,Cables & Accessories,Category,3
1333,Cables,Category,4
1333,USB Cables,Category,5
801,Lava,Brand,1
801,Charging Adapter,Type,2
801,Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable,Type,2
801,Computers & Accessories,Category,1
801,Accessories & Peripherals,Category,2
801,Cables & Accessories,Category,3
801,Cables,Category,4
801,USB Cables,Category,5
198,TIZUM,Brand,1
198,High Speed,Type,2
198,TIZUM High Speed HDMI Cable,Type,2
198,Computers & Accessories,Category,1
198,Accessories & Peripherals,Category,2
198,Cables & Accessories,Category,3
198,Cables,Category,4
198,USB Cables,Category,5
146,Technotech,Brand,1
146,High Speed,Type,2
146,Technotech High Speed HDMI Cable,Type,2
146,Computers & Accessories,Category,1
146,Accessories & Peripherals,Category,2
146,Cables & Accessories,Category,3
146,Cables,Category,4
146,USB Cables,Category,5
626,NK,Brand,1
626,STAR 950,Type,2
626,Computers & Accessories,Category,1
626,Accessories & Peripherals,Category,2
626,Cables & Accessories,Category,3
626,Cables,Category,4
626,USB Cables,Category,5
1226,LS,Brand,1
1226,LAPSTER Quality,Type,2
1226,Computers & Accessories,Category,1
1226,Accessories & Peripherals,Category,2
1226,Cables & Accessories,Category,3
1226,Cables,Category,4
1226,USB Cables,Category,5
404,Amazon,Brand,1
404,Basics 10.2,Type,2
404,Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable,Type,2
404,Computers & Accessories,Category,1
404,Accessories & Peripherals,Category,2
404,Cables & Accessories,Category,3
404,Cables,Category,4
404,USB Cables,Category,5
1011,Kodak,Brand,1
1011,126 cm,Type,2
1011,Computers & Accessories,Category,1
1011,Accessories & Peripherals,Category,2
1011,Cables & Accessories,Category,3
1011,Cables,Category,4
1011,USB Cables,Category,5
1253,ZORBES®,Brand,1
1253,Wall Adapter,Type,2
1253,Computers & Accessories,Category,1
1253,Accessories & Peripherals,Category,2
1253,Cables & Accessories,Category,3
1253,Cables,Category,4
1253,USB Cables,Category,5
993,Sansui,Brand,1
993,80cm (32,Type,2
993,Computers & Accessories,Category,1
993,Accessories & Peripherals,Category,2
993,Cables & Accessories,Category,3
993,Cables,Category,4
993,USB Cables,Category,5
635,Synqe,Brand,1
635,USB Type,Type,2
635,Synqe USB Type C Fast Charging Cable,Type,2
635,Computers & Accessories,Category,1
635,Accessories & Peripherals,Category,2
635,Cables & Accessories,Category,3
635,Cables,Category,4
635,USB Cables,Category,5
1247,MI,Brand,1
1247,80 cm,Type,2
1247,Computers & Accessories,Category,1
1247,Accessories & Peripherals,Category,2
1247,Cables & Accessories,Category,3
1247,Cables,Category,4
1247,USB Cables,Category,5
919,Bestor,Brand,1
919,® 8K,Type,2
919,Bestor ® 8K Hdmi 2.1 Cable,Type,2
919,Computers & Accessories,Category,1
919,Accessories & Peripherals,Category,2
